Timestamp,AQI,PM2.5,PM10,NO2,CO,NO,NOx,NH3,SO2,O3,Benzene,Toluene,Xylene
2023-01-01,48.504,17.42,40.42,43.14,0.87,6.36,28.2,20.36,11.48,20.37,0.04,0.04,0.1
2023-01-01,55.92,20.85,46.6,100.16,0.96,11.17,62.36,8.62,10.56,24.73,0.1,0.15,0.1
2023-01-01,53.891999999999996,13.04,44.91,13.1,0.55,2.22,8.77,14.38,13.87,41.66,0.44,12.72,0.1
2023-01-01,62.208,12.05,51.84,83.38,1.09,6.56,49.69,15.16,30.85,24.84,0.1,0.21,0.11
2023-01-01,60.35999999999999,10.99,50.3,29.99,0.34,5.0,20.12,4.69,13.82,41.43,0.09,1.65,0.13
2023-01-01,51.827999999999996,12.33,43.19,19.93,0.46,0.66,10.94,4.56,21.35,54.64,0.06,1.09,0.11
2023-01-01,62.94,16.15,52.45,16.68,0.93,3.02,11.42,10.46,10.82,59.48,0.36,2.64,0.24
2023-01-01,38.184,11.35,31.82,22.64,0.78,3.15,14.7,18.82,29.74,55.26,0.85,8.1,0.14
2023-01-01,44.327999999999996,14.64,36.94,21.1,0.92,2.82,13.61,11.88,19.3,55.76,0.71,6.18,0.2
2023-01-01,47.484,19.52,39.57,14.42,0.67,2.11,9.39,9.11,14.59,43.35,0.49,8.64,0.14
2023-01-01,62.988,20.93,52.49,56.1,0.98,5.5,34.39,17.76,27.99,25.38,0.04,0.05,0.1
2023-01-01,57.252,20.18,47.71,3.14,0.61,1.14,2.26,4.47,8.92,39.57,0.67,2.24,0.12
2023-01-01,46.284,14.49,38.57,13.18,0.64,3.08,9.6,12.31,15.3,51.95,0.34,4.49,0.32
2023-01-01,57.864,12.21,48.22,25.18,0.64,26.53,35.05,10.43,14.78,30.4,0.0,0.04,0.1
2023-01-01,42.852,16.05,35.71,22.16,0.35,1.2,12.76,2.1,17.0,40.21,0.03,0.41,0.1
2023-01-01,53.64,14.99,44.7,16.19,0.83,1.96,10.21,11.83,13.3,51.68,0.66,8.57,0.17
2023-01-01,57.467999999999996,20.11,47.89,27.95,0.44,2.87,16.23,4.57,18.83,38.25,0.27,3.08,0.19
2023-01-01,58.44,20.35,48.7,18.2,0.39,0.93,10.43,1.28,23.12,30.24,0.09,0.56,0.16
2023-01-01,41.088,13.64,34.24,103.31,1.5,17.24,68.98,13.63,16.53,24.55,0.12,0.31,0.1
2023-01-01,56.904,13.22,47.42,140.17,1.24,35.59,103.49,8.7,42.26,20.87,0.13,0.58,0.13
2023-01-01,44.879999999999995,11.48,37.4,15.54,0.65,2.74,10.58,9.58,7.74,55.76,0.6,12.8,0.11
2023-01-01,54.108000000000004,12.19,45.09,7.85,0.53,1.93,5.75,8.66,11.39,34.36,0.08,2.0,0.18
2023-01-01,47.184,17.4,39.32,20.22,0.64,1.53,12.09,7.92,22.25,68.43,0.3,2.17,0.15
2023-01-01,39.528,17.21,32.94,17.13,0.54,2.19,10.91,7.6,15.71,25.28,0.52,2.02,0.18
2023-01-01,63.87599999999999,20.5,53.23,20.71,0.32,1.72,12.5,2.82,18.01,32.91,0.05,0.23,0.1
2023-01-01,51.372,13.55,42.81,15.78,0.81,2.75,10.74,13.62,14.34,61.97,0.56,4.21,0.14
2023-01-01,40.68,10.75,33.9,16.01,0.43,3.29,11.13,5.05,12.93,35.8,0.18,2.28,0.21
2023-01-01,41.538000000000004,19.78,32.43,12.0,0.43,5.46,10.75,11.3,5.49,23.63,0.0,0.0,0.1
2023-01-01,56.663999999999994,13.79,47.22,28.42,0.74,3.01,17.6,14.9,10.43,41.96,0.06,0.1,0.1
2023-01-01,43.199999999999996,11.61,36.0,15.46,0.31,2.1,9.94,4.07,12.72,23.43,0.06,1.73,0.13
2023-01-01,51.672000000000004,15.17,43.06,6.74,0.6,2.07,5.37,6.66,15.64,31.28,0.28,0.94,0.14
2023-01-02,47.016,15.82,39.18,17.58,0.65,2.62,11.48,13.85,17.05,41.13,0.66,10.29,0.19
2023-01-02,39.588,12.89,32.99,14.9,1.0,2.51,10.06,12.77,16.91,49.95,0.22,1.34,0.18
2023-01-02,38.76,18.1,32.3,18.2,0.39,0.93,10.43,1.28,23.12,30.24,0.09,0.56,0.16
2023-01-02,44.988,17.63,37.49,16.11,0.62,3.3,11.24,16.42,12.83,39.73,0.49,4.63,0.12
2023-01-02,43.152,18.06,35.96,12.64,0.64,1.67,8.05,14.44,17.14,64.8,0.7,1.44,0.11
2023-01-02,38.796,18.0,32.33,61.22,0.72,13.44,43.49,22.53,11.71,23.64,0.09,0.13,0.1
2023-01-02,44.964,20.86,37.47,27.29,0.98,1.76,16.03,3.52,16.06,56.99,0.57,3.44,0.37
2023-01-02,52.199999999999996,12.64,43.5,22.75,0.38,2.65,14.26,22.92,8.37,19.39,0.0,0.02,0.1
2023-01-02,40.763999999999996,12.08,33.97,16.51,1.15,2.61,10.24,13.29,17.76,62.87,0.73,3.13,0.16
2023-01-02,55.656,16.04,46.38,13.46,0.98,2.34,9.15,11.1,12.61,65.38,0.48,2.41,0.1
2023-01-02,42.57599999999999,18.58,35.48,20.61,0.65,2.19,12.25,4.81,22.54,20.53,0.67,2.07,0.21
2023-01-02,51.552,18.85,42.96,26.2,0.58,2.87,16.27,7.52,17.18,55.48,0.03,1.32,0.14
2023-01-02,49.547999999999995,20.02,41.29,14.9,1.0,2.51,10.06,12.77,16.91,49.95,0.22,1.34,0.18
2023-01-02,48.624,10.05,40.52,14.9,1.0,2.51,10.06,12.77,16.91,49.95,0.22,1.34,0.18
2023-01-02,45.624,10.91,38.02,13.1,0.55,2.22,8.77,14.38,13.87,41.66,0.44,12.72,0.1
2023-01-02,56.412,20.15,47.01,18.14,0.83,2.43,11.62,11.38,22.37,37.65,0.21,4.76,0.12
2023-01-02,40.163999999999994,17.81,33.47,15.78,0.81,2.75,10.74,13.62,14.34,61.97,0.56,4.21,0.14
2023-01-02,48.66,18.28,40.55,16.7,0.69,2.37,10.86,12.82,15.37,44.06,0.08,0.18,0.16
2023-01-02,47.34,14.44,39.45,18.58,0.44,1.14,10.81,7.81,13.03,51.98,0.14,1.37,0.12
2023-01-02,40.5,11.87,33.75,30.66,0.76,2.36,18.32,4.41,14.36,38.26,0.08,2.31,0.28
2023-01-02,59.903999999999996,12.65,49.92,58.6,0.82,3.46,33.99,16.97,13.73,24.69,0.1,0.18,0.1
2023-01-02,46.848,16.65,39.04,17.93,0.62,4.18,12.93,14.81,18.96,43.5,0.59,6.47,0.18
2023-01-02,54.564,16.74,45.47,3.35,0.32,1.48,2.36,4.4,11.83,20.23,0.09,0.36,0.1
2023-01-02,41.424,16.98,34.52,21.1,0.92,2.82,13.61,11.88,19.3,55.76,0.71,6.18,0.2
2023-01-02,44.315999999999995,12.93,36.93,13.02,0.52,5.32,11.34,10.32,11.22,28.81,0.26,4.8,0.42
2023-01-02,57.227999999999994,14.02,47.69,18.26,0.31,0.8,10.36,2.01,9.68,47.37,0.22,1.39,0.1
2023-01-02,47.459999999999994,19.13,39.55,13.02,0.52,5.32,11.34,10.32,11.22,28.81,0.26,4.8,0.42
2023-01-02,53.532,11.42,44.61,33.11,0.49,4.88,21.72,3.35,17.28,38.1,0.2,2.31,0.1
2023-01-02,42.959999999999994,15.91,35.8,17.58,0.65,2.62,11.48,13.85,17.05,41.13,0.66,10.29,0.19
2023-01-02,44.952,17.68,37.46,24.16,0.37,3.61,15.86,4.78,14.02,44.59,0.08,1.26,0.12
2023-01-02,45.372,18.42,37.81,15.78,0.81,2.75,10.74,13.62,14.34,61.97,0.56,4.21,0.14
2023-01-02,56.928,17.41,47.44,18.0,0.58,2.55,11.62,3.43,18.86,26.64,0.21,0.49,0.16
2023-01-02,41.604,10.75,34.67,11.9,0.65,3.35,9.14,8.4,14.02,30.06,0.08,1.85,0.39
2023-01-02,58.379999999999995,11.34,48.65,113.39,0.78,14.96,72.47,7.38,9.43,20.07,0.11,0.23,0.13
2023-01-02,51.204,13.65,42.67,16.03,0.95,2.68,10.7,15.72,9.83,43.92,0.15,2.41,0.1
2023-01-02,48.48,12.41,40.4,6.06,0.67,3.12,5.7,5.8,13.03,28.03,1.06,2.11,0.15
2023-01-02,50.268,10.26,41.89,13.9,0.7,2.85,9.8,14.4,10.3,42.3,0.21,1.95,0.1
2023-01-02,48.72,13.79,40.6,16.51,1.15,2.61,10.24,13.29,17.76,62.87,0.73,3.13,0.16
2023-01-02,47.879999999999995,16.71,39.9,19.92,0.9,2.56,12.69,20.43,23.63,43.53,0.87,3.69,0.15
2023-01-02,51.516,19.22,42.93,6.48,0.34,2.96,5.95,6.28,13.35,21.06,0.06,0.61,0.12
2023-01-02,64.21199999999999,19.61,53.51,19.42,0.95,3.05,12.92,12.59,17.57,60.61,0.86,7.98,0.1
2023-01-02,48.827999999999996,16.34,40.69,11.39,0.56,5.81,9.53,2.47,21.15,19.61,0.1,0.84,0.15
2023-01-02,44.16,17.03,36.8,18.26,0.31,0.8,10.36,2.01,9.68,47.37,0.22,1.39,0.1
2023-01-02,47.184,16.42,39.32,25.45,0.45,3.87,16.74,4.45,18.94,34.87,0.28,1.73,0.14
2023-01-02,45.288000000000004,11.19,37.74,24.16,0.37,3.61,15.86,4.78,14.02,44.59,0.08,1.26,0.12
2023-01-02,42.336,10.07,35.28,7.75,0.7,2.04,5.44,7.63,9.14,32.42,4.88,2.68,2.27
2023-01-02,52.391999999999996,12.91,43.66,20.13,0.93,3.06,13.3,13.9,21.32,52.53,0.46,4.72,0.17
2023-01-02,44.016000000000005,20.96,32.33,5.65,0.44,1.11,3.93,5.5,13.82,37.65,0.05,1.13,0.26
2023-01-03,44.412,10.8,37.01,12.03,0.53,2.86,8.56,5.6,10.27,29.46,1.18,3.57,0.28
2023-01-03,45.888,18.8,38.24,17.35,0.59,7.55,15.37,10.31,12.99,24.83,0.0,0.0,0.1
2023-01-03,47.24399999999999,20.5,39.37,5.59,0.48,1.4,4.08,6.03,9.15,25.97,1.09,1.72,0.15
2023-01-03,42.611999999999995,15.37,35.51,22.53,0.68,4.9,15.96,13.61,12.58,36.02,0.76,4.92,0.16
2023-01-03,48.48,10.58,40.4,15.4,0.52,4.02,11.55,10.42,13.35,37.78,0.24,7.47,0.1
2023-01-03,62.232,16.14,51.86,30.62,0.61,7.23,22.26,2.68,12.6,27.29,0.09,0.67,0.1
2023-01-03,42.647999999999996,13.26,35.54,22.82,0.7,2.29,13.91,16.94,6.98,40.95,0.02,0.02,0.1
2023-01-03,61.704,12.78,51.42,14.49,0.72,2.93,10.18,17.28,14.19,43.47,0.28,2.0,0.1
2023-01-03,45.672000000000004,10.39,38.06,12.5,0.75,1.54,7.89,16.66,19.09,59.61,1.04,2.28,0.15
2023-01-03,41.958000000000006,19.98,33.25,24.31,0.7,1.4,13.78,5.75,30.4,74.3,0.34,2.48,0.18
2023-01-03,61.715999999999994,10.21,51.43,19.29,0.59,1.74,11.72,6.98,17.83,49.82,0.33,1.68,0.12
2023-01-03,62.016,14.66,51.68,13.27,0.59,3.35,9.6,7.05,12.58,26.46,0.19,2.64,0.12
2023-01-03,61.632,14.66,51.36,17.65,0.63,3.48,12.21,13.75,14.1,29.21,0.74,2.45,0.13
2023-01-03,58.848,20.11,49.04,12.5,0.75,1.54,7.89,16.66,19.09,59.61,1.04,2.28,0.15
2023-01-03,64.236,10.81,53.53,8.02,0.47,2.41,5.87,6.06,9.11,29.02,1.46,3.2,0.2
2023-01-03,38.495999999999995,12.54,32.08,37.0,0.78,1.15,20.6,5.35,23.6,37.05,0.45,3.7,0.35
2023-01-03,58.044,15.33,48.37,20.13,0.93,3.06,13.3,13.9,21.32,52.53,0.46,4.72,0.17
2023-01-03,53.424,17.1,44.52,12.64,0.64,1.67,8.05,14.44,17.14,64.8,0.7,1.44,0.11
2023-01-03,59.82,20.18,49.85,24.16,0.37,3.61,15.86,4.78,14.02,44.59,0.08,1.26,0.12
2023-01-03,54.696,18.58,45.58,16.19,0.83,1.96,10.21,11.83,13.3,51.68,0.66,8.57,0.17
2023-01-03,42.336,17.42,35.28,10.03,0.31,5.36,9.41,1.87,14.72,22.5,0.19,0.98,0.13
2023-01-03,45.348,16.09,37.79,13.46,0.71,1.6,8.46,18.4,17.81,56.41,0.75,5.72,0.11
2023-01-03,57.3,19.28,47.75,13.44,0.58,6.0,12.11,6.68,12.65,31.2,0.17,2.21,0.2
2023-01-03,43.51199999999999,16.09,36.26,19.98,0.7,1.7,12.12,6.69,24.2,42.21,0.14,1.32,0.11
2023-01-03,47.147999999999996,20.33,39.29,16.29,0.48,1.45,9.94,4.22,15.76,42.04,0.14,1.06,0.11
2023-01-03,47.832,18.2,39.86,22.88,0.33,2.64,14.4,1.91,17.88,25.83,0.17,0.97,0.17
2023-01-03,37.908,16.3,31.59,13.9,0.7,2.85,9.8,14.4,10.3,42.3,0.21,1.95,0.1
2023-01-03,63.12,13.51,52.6,18.38,0.79,2.18,11.7,3.7,27.47,41.48,0.11,1.27,0.1
2023-01-03,60.54,15.29,50.45,12.84,0.79,2.34,8.83,13.44,14.86,60.68,0.31,1.85,0.12
2023-01-03,64.2,14.47,53.5,9.81,0.45,2.56,7.4,6.81,8.19,30.44,1.08,2.73,0.21
2023-01-03,45.492,20.33,37.91,6.1,0.34,2.74,5.55,6.38,26.08,26.62,0.35,0.49,0.1
2023-01-03,61.403999999999996,12.11,51.17,36.24,0.73,4.83,23.3,4.23,17.88,24.68,0.08,2.16,0.31
2023-01-03,39.972,13.52,33.31,15.8,0.78,2.19,10.17,15.74,9.56,35.44,0.92,2.46,0.12
2023-01-03,48.083999999999996,11.05,40.07,17.65,0.63,3.48,12.21,13.75,14.1,29.21,0.74,2.45,0.13
2023-01-03,52.943999999999996,13.52,44.12,26.18,0.66,4.03,17.28,13.97,9.84,39.63,0.02,0.05,0.1
2023-01-03,45.756,15.84,38.13,26.18,0.66,4.03,17.28,13.97,9.84,39.63,0.02,0.05,0.1
2023-01-03,47.879999999999995,12.52,39.9,18.7,0.62,3.95,13.15,13.46,10.22,36.73,0.88,12.73,0.15
2023-01-03,43.11300000000001,20.53,33.28,15.8,0.78,2.19,10.17,15.74,9.56,35.44,0.92,2.46,0.12
2023-01-03,59.952,15.77,49.96,6.38,0.46,3.22,6.1,6.23,11.57,21.64,0.22,0.5,0.1
2023-01-03,62.135999999999996,17.99,51.78,9.93,0.49,3.09,7.87,5.76,10.38,21.95,1.2,3.07,0.21
2023-01-03,46.464,17.11,38.72,22.75,0.38,2.65,14.26,22.92,8.37,19.39,0.0,0.02,0.1
2023-01-03,44.940000000000005,13.59,37.45,6.1,0.34,2.74,5.55,6.38,26.08,26.62,0.35,0.49,0.1
2023-01-03,46.104,16.23,38.42,17.41,0.76,2.51,11.31,23.06,17.03,49.59,1.33,14.69,0.13
2023-01-03,40.656,19.28,33.88,12.5,0.75,1.54,7.89,16.66,19.09,59.61,1.04,2.28,0.15
2023-01-03,49.632,11.08,41.36,14.9,1.0,2.51,10.06,12.77,16.91,49.95,0.22,1.34,0.18
2023-01-03,42.756,17.92,35.63,25.18,0.64,26.53,35.05,10.43,14.78,30.4,0.0,0.04,0.1
2023-01-03,51.768,16.1,43.14,1.52,0.46,1.61,1.86,2.44,13.29,18.07,0.04,0.26,0.1
2023-01-03,43.236,11.67,36.03,14.79,0.59,2.37,9.79,13.24,13.86,32.95,0.89,2.1,0.12
2023-01-03,62.724000000000004,14.27,52.27,15.67,0.84,1.83,9.82,19.48,16.5,50.47,0.94,4.12,0.12
2023-01-03,50.147999999999996,20.33,41.79,11.78,0.46,5.09,10.49,12.69,14.24,17.41,0.12,2.45,0.54
2023-01-03,45.827999999999996,11.66,38.19,17.13,0.54,2.19,10.91,7.6,15.71,25.28,0.52,2.02,0.18
2023-01-03,57.072,10.77,47.56,13.02,0.5,3.11,9.5,12.13,14.74,33.17,0.0,0.01,0.1
2023-01-03,40.008,18.49,33.34,23.54,0.64,2.87,14.82,3.53,26.8,38.05,0.45,2.85,0.27
2023-01-03,61.99199999999999,10.22,51.66,18.58,0.44,1.14,10.81,7.81,13.03,51.98,0.14,1.37,0.12
2023-01-03,56.1,17.26,46.75,14.49,0.72,2.93,10.18,17.28,14.19,43.47,0.28,2.0,0.1
2023-01-03,43.908,15.52,36.59,6.24,0.5,1.13,4.23,7.09,7.63,36.81,1.7,2.82,0.13
2023-01-03,64.512,14.54,53.76,30.66,0.76,2.36,18.32,4.41,14.36,38.26,0.08,2.31,0.28
2023-01-03,62.291999999999994,11.51,51.91,8.45,0.53,2.6,6.56,8.86,14.06,22.67,0.95,3.31,0.29
2023-01-03,41.232,17.73,34.36,20.7,0.68,4.62,14.85,10.74,17.89,41.87,0.44,5.99,0.21
2023-01-03,60.384,11.95,50.32,26.0,0.82,6.19,19.23,11.21,29.06,42.11,0.59,5.45,0.28
2023-01-03,37.56,12.08,31.3,17.41,0.76,2.51,11.31,23.06,17.03,49.59,1.33,14.69,0.13
2023-01-03,56.556000000000004,12.46,47.13,17.05,0.47,4.68,12.96,2.72,15.46,27.69,0.18,2.6,0.29
2023-01-03,40.056000000000004,15.92,33.38,16.19,0.83,1.96,10.21,11.83,13.3,51.68,0.66,8.57,0.17
2023-01-03,58.5,14.11,48.75,25.07,0.5,2.62,15.42,5.06,18.35,62.52,0.13,1.19,0.18
2023-01-03,62.903999999999996,13.39,52.42,60.37,1.02,5.68,36.74,17.46,26.39,21.83,0.08,0.14,0.11
2023-01-03,64.2,11.64,53.5,15.67,0.84,1.83,9.82,19.48,16.5,50.47,0.94,4.12,0.12
2023-01-03,40.848,17.25,34.04,9.61,0.39,2.4,6.54,3.98,11.84,46.66,0.67,2.74,0.25
2023-01-03,51.047999999999995,20.92,42.54,24.43,0.38,12.82,23.57,2.84,21.66,27.89,0.11,1.35,0.27
2023-01-03,42.552,13.77,35.46,2.08,0.33,0.65,1.4,2.17,12.58,22.05,0.0,0.38,0.1
2023-01-03,61.272,18.92,51.06,22.53,0.68,4.9,15.96,13.61,12.58,36.02,0.76,4.92,0.16
2023-01-03,59.879999999999995,11.68,49.9,14.09,0.75,2.23,9.4,13.92,20.18,58.79,0.59,4.45,0.19
2023-01-03,58.044,14.87,48.37,13.9,0.7,2.85,9.8,14.4,10.3,42.3,0.21,1.95,0.1
2023-01-04,51.984,18.55,43.32,71.78,1.39,5.14,42.43,12.16,15.58,47.94,0.07,0.14,0.1
2023-01-04,47.064,11.57,39.22,9.97,0.76,3.0,7.46,8.32,14.66,22.53,0.23,3.37,0.22
2023-01-04,49.368,14.24,41.14,9.64,0.5,2.53,7.23,4.25,15.68,29.49,0.09,1.26,0.2
2023-01-04,56.52,15.63,47.1,7.96,0.45,3.19,6.83,9.64,13.99,26.75,0.05,1.45,0.37
2023-01-04,58.727999999999994,14.96,48.94,92.41,1.33,6.73,54.63,11.1,15.9,28.51,0.11,0.31,0.1
2023-01-04,56.16,13.88,46.8,16.29,0.48,1.45,9.94,4.22,15.76,42.04,0.14,1.06,0.11
2023-01-04,50.124,20.86,41.77,29.14,0.57,2.87,17.92,4.79,16.39,32.98,0.18,2.02,0.15
2023-01-04,50.58,14.97,42.15,13.63,0.62,6.02,12.23,8.18,12.08,28.76,0.2,2.33,0.22
2023-01-04,61.632,11.58,51.36,15.67,0.41,5.03,12.51,9.74,13.33,27.15,1.01,6.81,0.67
2023-01-04,52.68,12.99,43.9,16.93,0.51,0.71,9.55,3.35,14.62,54.63,0.14,1.55,0.14
2023-01-04,42.441,20.21,34.0,12.03,0.53,2.86,8.56,5.6,10.27,29.46,1.18,3.57,0.28
2023-01-04,56.268,13.42,46.89,13.46,0.69,1.88,8.68,17.61,11.56,57.63,0.93,4.69,0.12
2023-01-04,38.292,12.82,31.91,20.42,0.91,4.33,14.47,10.74,11.84,34.42,0.22,2.58,0.16
2023-01-04,56.352,14.11,46.96,4.58,0.42,1.25,3.13,3.6,14.79,36.77,0.2,1.3,0.25
2023-01-04,50.879999999999995,14.05,42.4,22.64,0.78,3.15,14.7,18.82,29.74,55.26,0.85,8.1,0.14
2023-01-04,58.547999999999995,17.55,48.79,29.05,0.58,8.38,22.21,3.97,16.03,23.73,0.41,3.95,0.48
2023-01-04,41.147999999999996,14.34,34.29,27.55,0.44,2.38,16.59,22.29,11.04,19.68,0.02,0.06,0.1
2023-01-04,44.064,20.79,36.72,14.77,0.82,1.87,9.37,16.52,14.21,56.77,0.98,5.28,0.11
2023-01-04,58.608000000000004,12.24,48.84,30.62,0.61,7.23,22.26,2.68,12.6,27.29,0.09,0.67,0.1
2023-01-04,44.82,11.47,37.35,17.93,0.62,4.18,12.93,14.81,18.96,43.5,0.59,6.47,0.18
2023-01-04,52.85999999999999,19.47,44.05,100.16,0.96,11.17,62.36,8.62,10.56,24.73,0.1,0.15,0.1
2023-01-04,58.931999999999995,19.07,49.11,18.7,0.62,3.95,13.15,13.46,10.22,36.73,0.88,12.73,0.15
2023-01-04,38.699999999999996,15.86,32.25,12.5,0.75,1.54,7.89,16.66,19.09,59.61,1.04,2.28,0.15
2023-01-04,44.652,15.4,37.21,14.13,0.78,2.46,9.61,10.05,15.1,51.67,0.4,2.13,0.15
2023-01-04,44.736,10.53,37.28,20.13,0.93,3.06,13.3,13.9,21.32,52.53,0.46,4.72,0.17
2023-01-04,61.211999999999996,20.34,51.01,12.5,0.75,1.54,7.89,16.66,19.09,59.61,1.04,2.28,0.15
2023-01-04,56.508,18.93,47.09,30.66,0.76,2.36,18.32,4.41,14.36,38.26,0.08,2.31,0.28
2023-01-04,50.59199999999999,13.15,42.16,13.59,0.56,7.47,13.38,7.71,10.99,21.12,1.17,4.07,0.33
2023-01-04,63.924,19.98,53.27,20.13,0.93,3.06,13.3,13.9,21.32,52.53,0.46,4.72,0.17
2023-01-04,53.663999999999994,13.52,44.72,6.1,0.34,2.74,5.55,6.38,26.08,26.62,0.35,0.49,0.1
2023-01-04,38.232,13.32,31.86,19.42,0.95,3.05,12.92,12.59,17.57,60.61,0.86,7.98,0.1
2023-01-04,39.227999999999994,16.29,32.69,7.45,0.32,1.89,5.5,6.45,12.44,25.4,0.37,0.73,0.28
2023-01-04,60.204,20.69,50.17,12.3,0.81,2.55,8.72,11.27,18.46,44.15,0.21,4.76,0.1
2023-01-04,53.052,19.15,44.21,35.92,0.78,3.54,21.98,5.61,16.59,58.87,0.7,5.18,0.51
2023-01-04,56.904,10.47,47.42,16.43,0.59,8.72,15.93,7.32,11.26,25.66,0.25,2.18,0.28
2023-01-04,63.791999999999994,18.63,53.16,20.95,0.52,0.73,11.65,5.5,15.99,75.1,0.07,1.06,0.12
2023-01-04,53.796,15.11,44.83,13.59,0.56,7.47,13.38,7.71,10.99,21.12,1.17,4.07,0.33
2023-01-04,53.484,10.01,44.57,71.78,1.39,5.14,42.43,12.16,15.58,47.94,0.07,0.14,0.1
